prod,busload,desired load,cost1,cost2
-0.0,0.0,1300,1300.0,1300.0
16.016016016016017,15.953650683087517,1300,1284.0463493169125,1284.108714649841
32.032032032032035,31.783536858682737,1300,1268.2164631413173,1268.4649583146665
48.04804804804805,47.49108881762254,1300,1252.5089111823775,1253.065870412803
64.06406406406407,63.077683260303274,1300,1236.9223167396967,1237.9086975434575
80.08008008008008,78.54471849341849,1300,1221.4552815065815,1222.990643093243
96.0960960960961,93.8935318575318,1300,1206.1064681424682,1208.3090323810325
112.11211211211213,109.12544476300923,1300,1190.8745552369908,1193.8612225860936
128.12812812812814,124.24175410191651,1300,1175.7582458980835,1179.644619924295
144.14414414414415,139.24373287989056,1300,1160.7562671201094,1165.656678384363
160.16016016016016,154.13263082837148,1300,1145.8673691716285,1151.8948985034172
176.1761761761762,168.90967499617204,1300,1131.090325003828,1138.356826183832
192.1921921921922,183.5760703220899,1300,1116.42392967791,1125.0400515480123
208.20820820820822,198.13300018842028,1300,1101.8669998115797,1111.9422078313678
224.22422422422426,212.58162695804117,1300,1087.4183730419588,1099.0609703081418
240.24024024024027,226.9230924932515,1300,1073.0769075067485,1086.3940552537374
256.2562562562563,241.1585186586933,1300,1058.8414813413067,1073.9392189388698
272.2722722722723,255.28900780864205,1300,1044.710992191358,1061.6942566549883
288.2882882882883,269.31564325906265,1300,1030.6843567409373,1049.6570017701629
304.3043043043043,283.2394897448012,1300,1016.7605102551988,1037.825324814702
320.3203203203203,297.06159386319086,1300,1002.9384061368091,1026.1971325939385
336.3363363363364,310.7829845038168,1300,989.2170154961832,1014.7703673287028
352.3523523523524,324.4046732654908,1300,975.5953267345092,1003.5430058213708
368.3683683683684,337.9276548605219,1300,962.0723451394781,992.5130586473247
384.3843843843844,351.35290750696413,1300,948.6470924930359,981.6785693704562
400.40040040040043,364.6813933092403,1300,935.3186066907597,971.0376137819198
416.41641641641644,377.9140586276526,1300,922.0859413723474,960.5882991611113
432.43243243243245,391.05183443678015,1300,908.9481655632198,950.3287635588722
448.4484484484485,404.09563667392945,1300,895.9043633260706,940.2571751005896
464.4644644644645,417.04636657686933,1300,882.9536334231307,930.3717313107259
480.48048048048054,429.9049110126134,1300,870.0950889873866,920.6706584552537
496.49649649649655,442.67214279608424,1300,857.3278572039158,911.1522109043281
512.5125125125126,455.34892100027946,1300,844.6510789997205,901.8146705119538
528.5285285285286,467.9360912575419,1300,832.0639087424581,892.6563460134448
544.5445445445446,480.4344860520757,1300,819.5655139479243,883.6755724403931
560.5605605605606,492.84492500518695,1300,807.155074994813,874.8707105501867
576.5765765765766,505.168215151258,1300,794.831784848742,866.2401462740606
592.5925925925926,517.4051512076119,1300,782.5948487923881,857.782290177369
608.6086086086086,529.5565158359921,1300,770.4434841640079,849.4955769366245
624.6246246246246,541.6230798973913,1300,758.3769201026087,841.378464829842
640.6406406406406,553.6056026997471,1300,746.3943973002529,833.4294352411464
656.6566566566568,565.5048322392702,1300,734.4951677607298,825.6469921781164
672.6726726726728,577.3215054350374,1300,722.6784945649626,818.0296618025982
688.6886886886888,589.0563483576727,1300,710.9436516423273,810.5759919733433
704.7047047047048,600.7100764518896,1300,699.2899235481104,803.2845518009257
720.7207207207208,612.2833866737949,1300,687.7166133262051,796.153947373131
736.7367367367368,623.7769887143543,1300,676.2230112856457,789.1827593080283
752.7527527527528,635.1915604722933,1300,664.8084395277067,782.3696318081663
768.7687687687688,646.5277769821398,1300,653.4722230178602,775.7132148044892
784.7847847847848,657.7863036798703,1300,642.2136963201297,769.2121774250442
800.8008008008009,668.9677965929377,1300,631.0322034070623,762.8652076149255
816.8168168168169,680.0729025256942,1300,619.9270974743058,756.6710117654285
832.8328328328329,691.10225924004,1300,608.89774075996,750.628314352753
848.8488488488489,702.0564956312398,1300,597.9435043687602,744.7358575863692
864.8648648648649,712.9362319001871,1300,587.0637680998129,738.9924010644908
880.8808808808809,723.7420797202674,1300,576.2579202797326,733.3967214403461
896.896896896897,734.4746424011532,1300,565.5253575988468,727.9476120945906
912.912912912913,745.1345150480506,1300,554.8654849519494,722.6438828168118
928.928928928929,755.7222847169385,1300,544.2777152830615,717.4843594950521
944.9449449449451,766.238530566568,1300,533.761469433432,712.4678838118091
960.9609609609611,776.6838240063123,1300,523.3161759936877,707.5933129483365
976.9769769769771,787.0587288406057,1300,512.9412711593943,702.8595192957657
992.9929929929931,797.3638014101994,1300,502.63619858980064,698.2653901725944
1009.0090090090091,807.5995907297795,1300,492.4004092702205,693.8098275494501
1025.0250250250251,817.7666386221176,1300,482.2333613778824,689.4917477807901
1041.0410410410411,827.8654798499474,1300,472.1345201500526,685.3100813411463
1057.0570570570571,837.8966422435781,1300,462.10335775642193,681.263772569901
1073.0730730730731,847.8606468265184,1300,452.1393531734816,677.3517794200363
1089.0890890890892,857.7580079376332,1300,442.24199206236676,673.5730732138227
1105.1051051051052,867.5892333508841,1300,432.4107666491159,669.9266384033372
1121.1211211211212,877.3548243919151,1300,422.64517560808486,666.4114723372909
1137.1371371371372,887.0552760523083,1300,412.9447239476917,663.0265850325206
1153.1531531531532,896.6910771011101,1300,403.30892289888993,659.7709989509331
1169.1691691691692,906.2627101939142,1300,393.73728980608576,656.6437487813407
1185.1851851851852,915.7706519792441,1300,384.2293480207559,653.6438812266972
1201.2012012012012,925.2153732032582,1300,374.7846267967418,650.7704547946848
1217.2172172172172,934.5973388109883,1300,365.4026611890117,648.0225395952407
1233.2332332332332,943.9170080466397,1300,356.0829919533603,645.3992171399539
1249.2492492492493,953.1748345504809,1300,346.8251654495191,642.8995801482874
1265.2652652652653,962.3712664547384,1300,337.62873354526164,640.5227323557888
1281.2812812812813,971.5067464764218,1300,328.49325352357823,638.2677883284377
1297.2972972972975,980.5817120086147,1300,319.41828799138534,636.1338732800682
1313.3133133133135,989.5965952099743,1300,310.40340479002566,634.1201228933649
1329.3293293293295,998.5518230918444,1300,301.4481769081556,632.2256831456407
1345.3453453453455,1007.4478176038326,1300,292.5521823961674,630.4497101376805
1361.3613613613616,1016.2849957175126,1300,283.71500428248737,628.7913699263363
1377.3773773773776,1025.0637695082787,1300,274.9362304917213,627.2498383608201
1393.3933933933936,1033.7845462354665,1300,266.21545376453355,625.8243009224607
1409.4094094094096,1042.4477284209956,1300,257.55227157900435,624.5139525674183
1425.4254254254256,1051.0537139259952,1300,248.94628607400477,623.3179975734354
1441.4414414414416,1059.6028960263482,1300,240.39710397365184,622.2356493887453
1457.4574574574576,1068.0956634861332,1300,231.90433651386684,621.2661304851913
1473.4734734734736,1076.532400629901,1300,223.46759937009892,620.4086722136715
1489.4894894894896,1084.9134874135586,1300,215.08651258644136,619.6625146623724
1505.5055055055057,1093.2392994932911,1300,206.76070050670887,619.0269065189236
1521.5215215215217,1101.5102082937744,1300,198.48979170622556,618.5011049339728
1537.5375375375377,1109.726581074284,1300,190.273418925716,618.0843753889696
1553.5535535535537,1117.888780994349,1300,182.11121900565104,617.7759915648558
1569.5695695695697,1125.9971671770757,1300,174.00283282292435,617.5752352154184
1585.5855855855857,1134.052094772045,1300,165.94790522795506,617.481396041496
1601.6016016016017,1142.0539150165325,1300,157.94608498346747,617.4937715685367
1617.6176176176177,1150.0029752956777,1300,149.99702470432226,617.6116670262622
1633.6336336336337,1157.8996192013733,1300,142.1003807986267,617.8343952308871
1649.6496496496497,1165.7441865901603,1300,134.25581340983967,618.1612764693291
1665.6656656656658,1173.5370136395602,1300,126.4629863604398,618.5916383865456
1681.6816816816818,1181.2784329041506,1300,118.72156709584942,619.1248158733806
1697.6976976976978,1188.9687733695666,1300,111.03122663043337,619.7601509585645
1713.7137137137138,1196.6083605061044,1300,103.39163949389558,620.496992701505
1729.7297297297298,1204.1975163211305,1300,95.80248367886952,621.3346970874688
1745.7457457457458,1211.736559410781,1300,88.26344058921904,622.2726269241841
1761.7617617617618,1219.2258050097564,1300,80.77419499024359,623.310151742249
1777.7777777777778,1226.6655650413156,1300,73.33443495868437,624.4466476951466
1793.793793793794,1234.0561481656493,1300,65.94385183435065,625.6814974624954
1809.80980980981,1241.3978598274582,1300,58.602140172541795,627.0140901548937
1825.825825825826,1248.6910023027917,1300,51.30899769720827,628.4438212202426
1841.841841841842,1255.9358747448925,1300,44.064125255107456,629.970092352057
1857.857857857858,1263.1327732290742,1300,36.867226770925754,631.5923113997096
1873.8738738738741,1270.2819907972298,1300,29.71800920277019,633.3098922794145
1889.8898898898901,1277.3838175007768,1300,22.616182499223214,635.1222548883366
1905.9059059059061,1284.4385404437446,1300,15.561459556255386,637.0288250184169
1921.9219219219221,1291.4464438240145,1300,8.553556175985477,639.0290342738931
